Shipment_ID,Supplier,Distance,Lead_Time,Weather,Inventory,Transport_Cost,Delayed
592,SupplierA,970,2,Rain,98,12788,1
593,SupplierE,787,11,Clear,224,8660,1
594,SupplierB,381,2,Storm,101,7478,1
595,SupplierD,219,3,Storm,151,11210,1
596,SupplierE,570,2,Clear,265,13922,0
597,SupplierE,512,14,Rain,487,6521,1
598,SupplierE,89,4,Cloudy,237,3572,0
599,SupplierE,586,2,Rain,106,10082,1
600,SupplierE,310,10,Clear,96,8395,1
601,SupplierC,444,9,Rain,208,18407,1
602,SupplierD,275,2,Storm,223,21642,1
603,SupplierE,173,9,Rain,291,14094,1
604,SupplierD,87,13,Clear,331,3650,1
605,SupplierC,377,6,Storm,290,8741,1
606,SupplierC,300,1,Rain,419,16281,1
607,SupplierD,950,4,Rain,54,9838,1
608,SupplierA,225,14,Storm,133,21971,1
609,SupplierB,651,1,Cloudy,357,6262,1
610,SupplierA,963,14,Storm,410,20722,1
611,SupplierA,503,6,Cloudy,297,7996,0
612,SupplierA,86,14,Clear,103,14826,1
613,SupplierE,365,13,Clear,210,5827,1
614,SupplierC,737,4,Storm,483,17211,1
615,SupplierA,845,3,Storm,471,8232,1
616,SupplierC,642,3,Clear,460,5217,1
617,SupplierD,163,9,Cloudy,275,22923,1
618,SupplierB,89,6,Clear,64,17232,0
619,SupplierD,350,9,Storm,273,17026,1
620,SupplierD,273,13,Clear,110,23767,1
621,SupplierE,367,5,Storm,171,22345,1
622,SupplierB,398,2,Storm,326,22610,1
623,SupplierD,164,8,Clear,95,16878,0
624,SupplierD,747,5,Cloudy,439,9837,1
625,SupplierB,372,2,Rain,343,10031,1
626,SupplierB,617,4,Clear,111,17806,1
627,SupplierD,89,9,Rain,135,6716,1
628,SupplierB,915,4,Clear,495,6414,1
629,SupplierD,89,13,Rain,259,20832,1
630,SupplierD,908,12,Cloudy,127,3570,1
631,SupplierE,798,12,Cloudy,251,22288,1
632,SupplierA,338,12,Clear,351,16288,1
633,SupplierD,311,13,Storm,446,21889,1
634,SupplierC,265,14,Rain,272,3917,1
635,SupplierA,196,4,Storm,271,13066,1
636,SupplierA,385,2,Storm,52,9982,1
637,SupplierA,217,13,Storm,55,9336,1
638,SupplierE,141,12,Cloudy,142,21062,1
639,SupplierD,402,6,Clear,57,19999,0
640,SupplierE,620,13,Clear,477,12941,1
641,SupplierD,620,11,Cloudy,284,15380,1
642,SupplierE,865,14,Cloudy,157,24133,1
643,SupplierE,730,2,Clear,210,22889,1
644,SupplierC,830,12,Storm,258,14667,1
645,SupplierE,412,7,Rain,289,7529,1
646,SupplierB,606,3,Rain,380,20519,1
647,SupplierC,394,3,Rain,382,15192,1
648,SupplierE,742,5,Storm,99,11566,1
649,SupplierA,219,3,Clear,60,10226,0
650,SupplierB,405,2,Cloudy,400,8162,0
651,SupplierB,240,10,Clear,205,19590,1
652,SupplierB,716,9,Storm,119,24259,1
653,SupplierC,471,2,Cloudy,218,4319,0
654,SupplierE,749,14,Storm,321,4141,1
655,SupplierE,56,11,Rain,117,7627,1
656,SupplierA,182,2,Rain,404,17501,1
657,SupplierA,796,13,Storm,301,5690,1
658,SupplierB,606,8,Cloudy,97,10323,1
659,SupplierA,875,9,Cloudy,233,6255,1
660,SupplierC,810,7,Clear,369,8213,1
661,SupplierE,80,3,Rain,236,7108,1
662,SupplierB,584,9,Clear,139,22404,1
663,SupplierA,475,3,Clear,495,21241,0
664,SupplierC,443,5,Storm,381,22173,1
665,SupplierC,721,9,Storm,188,23259,1
666,SupplierA,412,12,Clear,406,12802,1
667,SupplierE,486,14,Rain,138,23266,1
668,SupplierA,719,14,Storm,323,14413,1
669,SupplierB,600,3,Clear,68,17995,0
670,SupplierA,976,7,Clear,360,15583,1
671,SupplierC,131,12,Clear,407,8021,1
672,SupplierA,405,1,Clear,423,24119,0
673,SupplierE,307,4,Clear,203,21771,0
674,SupplierD,767,4,Clear,439,9582,1
675,SupplierA,638,7,Storm,309,16455,1
676,SupplierE,573,8,Rain,157,16117,1
677,SupplierE,344,1,Clear,420,21950,0
678,SupplierC,273,5,Cloudy,334,20359,0
679,SupplierE,574,7,Storm,108,4262,1
680,SupplierE,95,12,Storm,174,24431,1
681,SupplierE,716,4,Clear,403,10382,1
682,SupplierE,162,13,Storm,322,6327,1
683,SupplierB,282,4,Clear,156,21643,0
684,SupplierB,66,4,Rain,348,13020,1
685,SupplierC,409,12,Rain,294,20641,1
686,SupplierA,272,6,Storm,385,19848,1
687,SupplierE,915,7,Storm,499,17062,1
688,SupplierA,749,2,Cloudy,467,22678,1
689,SupplierA,497,5,Storm,296,9774,1
690,SupplierC,905,4,Cloudy,57,18160,1
691,SupplierE,414,14,Rain,190,4230,1
692,SupplierE,724,13,Rain,411,12076,1
693,SupplierD,375,3,Clear,57,6805,0
694,SupplierA,516,7,Rain,401,17715,1
695,SupplierA,463,11,Cloudy,143,8750,1
696,SupplierB,504,12,Storm,370,18627,1
697,SupplierD,635,6,Clear,476,16232,1
698,SupplierB,282,14,Cloudy,88,23240,1
699,SupplierB,273,7,Storm,130,6135,1
700,SupplierB,880,5,Clear,236,9953,1
701,SupplierC,461,13,Rain,133,23973,1
702,SupplierC,621,6,Cloudy,137,4546,1
703,SupplierB,384,5,Storm,291,18457,1
704,SupplierD,271,14,Clear,391,20478,1
705,SupplierA,86,7,Clear,142,5411,0
706,SupplierD,327,2,Rain,135,22001,1
707,SupplierE,245,14,Storm,93,17113,1
708,SupplierC,965,11,Rain,186,7145,1
709,SupplierA,913,5,Rain,470,5775,1
710,SupplierA,533,6,Storm,123,16193,1
711,SupplierE,291,6,Storm,85,15851,1
712,SupplierE,373,5,Storm,150,16070,1
713,SupplierB,780,10,Cloudy,205,22539,1
714,SupplierC,241,7,Storm,475,6970,1
715,SupplierC,66,10,Clear,304,17119,1
716,SupplierD,573,8,Rain,220,24799,1
717,SupplierB,967,7,Cloudy,265,7331,1
718,SupplierB,450,5,Storm,219,13295,1
719,SupplierB,955,1,Cloudy,301,4942,1
720,SupplierB,935,13,Storm,409,19575,1
721,SupplierC,754,5,Cloudy,371,16404,1
722,SupplierC,71,10,Rain,104,3861,1
723,SupplierB,523,2,Rain,481,12275,1
724,SupplierD,169,13,Clear,140,20033,1
725,SupplierA,259,5,Clear,327,7134,0
726,SupplierA,355,5,Storm,150,14803,1
727,SupplierD,319,2,Rain,204,18408,1
728,SupplierB,753,5,Cloudy,426,20420,1
729,SupplierC,736,13,Cloudy,398,19351,1
730,SupplierA,334,4,Cloudy,413,7131,0
731,SupplierE,765,1,Clear,190,21532,1
732,SupplierE,725,3,Cloudy,222,15057,1
733,SupplierD,812,1,Clear,59,14349,1
734,SupplierB,276,12,Clear,277,14486,1
735,SupplierA,997,11,Storm,314,8457,1
736,SupplierB,430,5,Cloudy,487,9079,0
737,SupplierA,509,4,Cloudy,297,15453,0
738,SupplierD,56,7,Rain,296,21814,1
739,SupplierD,78,5,Storm,204,21263,1
740,SupplierE,956,10,Rain,83,15158,1
741,SupplierB,82,14,Storm,178,18735,1
742,SupplierE,695,4,Cloudy,209,18830,1
743,SupplierB,928,2,Clear,138,18125,1
744,SupplierE,128,4,Clear,142,14905,0
745,SupplierC,977,12,Clear,376,15298,1
746,SupplierC,996,2,Clear,290,5011,1
747,SupplierC,508,8,Clear,372,6373,0
748,SupplierC,619,3,Rain,453,13335,1
749,SupplierA,587,9,Storm,166,13692,1
750,SupplierC,531,13,Cloudy,143,17527,1
751,SupplierD,479,4,Rain,212,15773,1
752,SupplierD,787,13,Storm,148,4289,1
753,SupplierA,334,6,Clear,162,4447,0
754,SupplierC,565,10,Storm,408,22583,1
755,SupplierC,148,5,Storm,140,22567,1
756,SupplierC,446,10,Clear,395,17139,1
757,SupplierE,538,13,Clear,255,16757,1
758,SupplierB,88,1,Clear,66,8462,0
759,SupplierE,320,9,Cloudy,323,22600,1
760,SupplierB,936,1,Clear,222,22520,1
761,SupplierC,846,8,Cloudy,165,22702,1
762,SupplierC,206,9,Clear,398,22166,1
763,SupplierE,124,9,Cloudy,230,10657,1
764,SupplierE,933,1,Storm,140,7920,1
765,SupplierB,849,2,Rain,131,13345,1
766,SupplierD,179,12,Storm,373,11417,1
767,SupplierB,736,13,Storm,498,20160,1
768,SupplierE,133,1,Clear,163,8208,0
769,SupplierE,71,10,Cloudy,306,3687,1
770,SupplierA,508,2,Rain,107,19913,1
771,SupplierE,588,10,Clear,203,24451,1
772,SupplierA,756,12,Clear,414,16223,1
773,SupplierD,898,8,Clear,453,11080,1
774,SupplierB,431,5,Storm,165,24902,1
775,SupplierB,797,12,Cloudy,392,21537,1
776,SupplierA,489,11,Cloudy,315,12486,1
777,SupplierB,653,7,Rain,364,9094,1
778,SupplierE,70,2,Cloudy,252,24158,0
779,SupplierC,352,8,Cloudy,90,10692,0
780,SupplierA,918,11,Clear,154,14088,1
781,SupplierB,133,6,Clear,438,6103,0
782,SupplierA,823,8,Storm,427,5440,1
783,SupplierA,708,1,Clear,242,23519,1
784,SupplierC,502,1,Clear,450,10124,0
785,SupplierE,436,12,Clear,327,24585,1
786,SupplierA,556,7,Clear,403,20228,0
787,SupplierB,306,8,Storm,286,17031,1
788,SupplierD,619,13,Clear,474,17536,1
789,SupplierA,941,3,Rain,270,3446,1
790,SupplierA,983,5,Rain,117,6915,1
791,SupplierC,576,12,Rain,246,18787,1
792,SupplierE,211,1,Rain,305,22493,1
793,SupplierD,212,7,Clear,188,20618,0
794,SupplierB,881,5,Rain,361,9587,1
795,SupplierD,842,8,Clear,484,3226,1
796,SupplierB,841,13,Storm,198,23527,1
797,SupplierE,573,8,Rain,148,14151,1
798,SupplierB,835,9,Cloudy,125,8558,1
799,SupplierC,320,7,Rain,331,14971,1
800,SupplierC,541,11,Rain,420,3186,1
801,SupplierC,257,1,Clear,452,17680,0
802,SupplierC,588,13,Rain,158,17559,1
803,SupplierD,633,3,Cloudy,237,14069,1
804,SupplierE,109,8,Clear,248,5535,0
805,SupplierB,479,3,Clear,352,4932,0
806,SupplierB,706,8,Storm,376,5032,1
807,SupplierC,654,1,Storm,203,4252,1
808,SupplierC,358,5,Rain,89,8509,1
809,SupplierA,569,4,Storm,182,8074,1
810,SupplierE,640,5,Storm,454,16900,1
811,SupplierD,76,8,Storm,181,17523,1
812,SupplierB,735,10,Clear,328,4881,1
813,SupplierA,611,14,Clear,411,3269,1
814,SupplierA,248,4,Clear,133,4630,0
815,SupplierB,436,11,Storm,448,23789,1
816,SupplierD,398,4,Clear,291,20958,0
817,SupplierA,989,3,Storm,165,16383,1
818,SupplierA,742,7,Clear,158,19152,1
819,SupplierE,585,3,Clear,270,14084,0
820,SupplierD,877,12,Cloudy,441,4695,1
821,SupplierA,427,3,Rain,90,22642,1
822,SupplierD,948,11,Storm,417,17821,1
823,SupplierB,965,10,Cloudy,196,6262,1
824,SupplierC,607,5,Clear,161,4445,1
825,SupplierA,576,5,Storm,152,19436,1
826,SupplierE,202,14,Clear,95,12949,1
827,SupplierB,783,6,Rain,461,24954,1
828,SupplierD,255,8,Cloudy,373,21050,0
829,SupplierB,504,10,Rain,427,9901,1
830,SupplierA,322,6,Cloudy,320,22169,0
831,SupplierD,943,12,Clear,470,3719,1
832,SupplierC,285,1,Rain,434,11597,1
833,SupplierB,901,8,Rain,244,9855,1
834,SupplierA,789,8,Clear,416,21678,1
835,SupplierE,570,9,Rain,329,11263,1
836,SupplierD,727,9,Storm,332,17520,1
837,SupplierB,993,2,Cloudy,89,14874,1
838,SupplierB,880,2,Cloudy,496,23866,1
839,SupplierC,775,3,Cloudy,238,17079,1
840,SupplierC,550,1,Storm,213,20082,1
841,SupplierE,166,4,Cloudy,73,10243,0
842,SupplierE,435,14,Clear,73,12018,1
843,SupplierA,393,4,Rain,53,19732,1
844,SupplierA,633,14,Storm,372,24758,1
845,SupplierE,444,9,Cloudy,339,15100,1
846,SupplierE,113,9,Clear,490,19691,1
847,SupplierD,766,9,Rain,482,22800,1
848,SupplierC,770,10,Rain,230,7820,1
849,SupplierA,121,7,Storm,297,14001,1
850,SupplierC,838,14,Storm,165,16907,1
851,SupplierC,323,2,Storm,328,22942,1
852,SupplierE,369,10,Clear,414,23862,1
853,SupplierD,387,5,Clear,118,14669,0
854,SupplierB,415,4,Storm,400,24004,1
855,SupplierD,544,12,Cloudy,303,18916,1
856,SupplierD,656,11,Rain,230,13878,1
857,SupplierC,215,8,Rain,367,5985,1
858,SupplierD,593,2,Clear,218,11112,0
859,SupplierA,60,6,Rain,362,11467,1
860,SupplierC,350,13,Cloudy,298,21931,1
861,SupplierA,778,5,Rain,237,3336,1
862,SupplierB,850,12,Clear,103,13165,1
863,SupplierC,151,2,Clear,375,22363,0
864,SupplierB,474,11,Cloudy,406,15768,1
865,SupplierC,441,10,Cloudy,362,6968,1
866,SupplierE,828,1,Rain,187,3910,1
867,SupplierD,263,8,Rain,217,21380,1
868,SupplierE,740,2,Clear,440,18632,1
869,SupplierB,137,7,Cloudy,152,19279,0
870,SupplierD,602,9,Cloudy,471,6129,1
871,SupplierC,450,9,Cloudy,134,8447,1
872,SupplierD,637,8,Rain,366,9129,1
873,SupplierA,938,11,Cloudy,261,8850,1
874,SupplierD,95,14,Clear,52,23588,1
875,SupplierA,721,12,Clear,433,10446,1
876,SupplierD,512,10,Rain,228,14949,1
877,SupplierA,641,9,Storm,391,11519,1
878,SupplierB,359,2,Rain,352,3314,1
879,SupplierE,135,6,Storm,381,14737,1
880,SupplierC,141,4,Cloudy,87,4134,0
881,SupplierD,709,14,Rain,469,13938,1
882,SupplierE,722,4,Clear,288,24260,1
883,SupplierC,763,5,Cloudy,218,18588,1
884,SupplierC,985,12,Clear,446,11347,1
885,SupplierA,977,3,Cloudy,392,8592,1
886,SupplierB,291,14,Rain,363,21108,1
887,SupplierB,914,1,Storm,355,22727,1
888,SupplierE,51,8,Cloudy,79,20270,0
889,SupplierB,274,5,Storm,239,13997,1
890,SupplierD,850,3,Cloudy,406,3721,1
891,SupplierB,794,10,Clear,74,12104,1
892,SupplierE,975,14,Clear,161,22741,1
893,SupplierB,978,7,Cloudy,460,3870,1
894,SupplierD,638,7,Storm,484,9751,1
895,SupplierA,165,1,Rain,255,19881,1
896,SupplierE,715,12,Rain,234,4756,1
897,SupplierA,967,9,Clear,431,4117,1
898,SupplierA,152,2,Rain,428,14601,1
899,SupplierA,243,5,Clear,96,5828,0
900,SupplierC,215,13,Rain,423,17996,1
901,SupplierC,920,14,Cloudy,277,21031,1
902,SupplierA,139,5,Clear,88,16878,0
903,SupplierE,735,14,Clear,65,9992,1
904,SupplierD,171,8,Cloudy,71,16778,0
905,SupplierD,192,14,Clear,262,9771,1
906,SupplierB,155,8,Rain,359,19526,1
907,SupplierE,936,14,Rain,198,22145,1
908,SupplierC,477,7,Clear,290,6435,0
909,SupplierA,354,7,Rain,321,9622,1
910,SupplierB,921,12,Storm,108,15852,1
911,SupplierD,366,11,Clear,336,17806,1
912,SupplierC,684,6,Cloudy,475,13623,1
913,SupplierC,951,6,Storm,251,23896,1
914,SupplierA,58,11,Clear,81,4848,1
915,SupplierD,823,9,Cloudy,492,5696,1
916,SupplierE,122,6,Rain,211,4717,1
917,SupplierC,408,12,Cloudy,304,22456,1
918,SupplierA,272,13,Storm,303,12259,1
919,SupplierE,465,13,Rain,58,5786,1
920,SupplierD,602,2,Clear,188,17154,1
921,SupplierC,419,2,Rain,59,16409,1
922,SupplierE,765,13,Clear,263,6791,1
923,SupplierE,313,5,Clear,322,6871,0
924,SupplierE,889,4,Cloudy,373,4806,1
925,SupplierC,739,11,Cloudy,97,20888,1
926,SupplierC,909,2,Cloudy,485,22692,1
927,SupplierB,367,3,Storm,160,16304,1
928,SupplierD,133,7,Storm,202,24432,1
929,SupplierA,367,8,Cloudy,172,21074,0
930,SupplierE,160,12,Storm,454,18549,1
931,SupplierB,300,13,Rain,406,6303,1
932,SupplierA,432,6,Rain,151,22497,1
933,SupplierB,56,11,Storm,290,19061,1
934,SupplierC,508,5,Storm,370,18198,1
935,SupplierE,133,13,Rain,240,20888,1
936,SupplierA,257,1,Clear,266,13655,0
937,SupplierA,949,8,Rain,100,11924,1
938,SupplierA,439,3,Rain,341,12940,1
939,SupplierA,363,6,Storm,130,6924,1
940,SupplierA,71,3,Rain,432,12783,1
941,SupplierB,459,7,Storm,137,7485,1
942,SupplierE,944,13,Storm,243,15629,1
943,SupplierC,564,14,Cloudy,153,16233,1
944,SupplierC,176,7,Rain,320,15901,1
945,SupplierC,858,12,Clear,145,3191,1
946,SupplierC,749,9,Cloudy,472,7917,1
947,SupplierB,923,5,Storm,428,8831,1
948,SupplierD,63,8,Storm,247,13160,1
949,SupplierE,61,10,Clear,50,23706,1
950,SupplierA,136,10,Storm,456,16682,1
951,SupplierD,573,8,Rain,427,15391,1
952,SupplierC,958,1,Cloudy,216,4874,1
953,SupplierD,586,12,Storm,175,12062,1
954,SupplierE,350,5,Storm,362,7763,1
955,SupplierA,292,3,Clear,130,13234,0
956,SupplierA,171,1,Rain,467,12221,1
957,SupplierE,196,4,Storm,300,14410,1
958,SupplierE,616,8,Clear,218,17519,1
959,SupplierC,799,3,Storm,122,4051,1
960,SupplierA,405,10,Clear,190,15225,1
961,SupplierD,734,2,Clear,119,12765,1
962,SupplierB,953,11,Rain,311,14382,1
963,SupplierB,782,9,Storm,389,15580,1
964,SupplierE,680,10,Rain,357,14989,1
965,SupplierC,358,5,Clear,294,14939,0
966,SupplierB,744,14,Cloudy,52,21489,1
967,SupplierA,337,7,Storm,386,3307,1
968,SupplierE,356,11,Cloudy,112,6359,1
969,SupplierD,861,11,Storm,98,6176,1
970,SupplierE,643,2,Rain,125,4251,1
971,SupplierD,963,9,Rain,417,8366,1
972,SupplierE,772,13,Rain,224,20901,1
973,SupplierE,711,9,Rain,158,9226,1
974,SupplierE,598,4,Rain,232,24689,1
975,SupplierD,401,4,Cloudy,241,17330,0
976,SupplierD,361,6,Rain,114,7891,1
977,SupplierE,922,10,Clear,386,7992,1
978,SupplierB,108,10,Clear,320,4961,1
979,SupplierC,692,10,Cloudy,149,15497,1
980,SupplierC,973,6,Storm,81,22247,1
981,SupplierC,763,12,Clear,401,13848,1
982,SupplierD,804,1,Storm,177,16255,1
983,SupplierD,84,14,Cloudy,451,7567,1
984,SupplierB,494,14,Storm,418,19079,1
985,SupplierC,142,9,Storm,388,9513,1
986,SupplierC,999,2,Storm,92,18235,1
987,SupplierE,256,5,Storm,421,23389,1
988,SupplierD,402,9,Cloudy,468,14755,1
989,SupplierC,952,4,Clear,127,14151,1
990,SupplierB,381,11,Rain,363,19567,1
991,SupplierB,866,3,Storm,338,6358,1
992,SupplierC,911,7,Clear,319,12590,1
993,SupplierD,774,6,Clear,211,13988,1
994,SupplierB,208,8,Cloudy,238,10678,0
995,SupplierE,73,3,Clear,296,8698,0
996,SupplierB,453,5,Cloudy,437,4273,0
997,SupplierA,854,10,Storm,265,14241,1
998,SupplierA,565,4,Storm,364,20480,1
999,SupplierD,781,13,Rain,462,12497,1
1000,SupplierC,413,4,Rain,388,12107,1
